wav,spec
5979.4,1.3378256326653314e-13 
5980.1,1.2501400965017423e-13 
5980.8,1.387824773742728e-13 
5981.5,1.3391161706012484e-13 
5982.2,1.4605474211686426e-13 
5982.9,1.2644047618037705e-13 
5983.6,1.3302593924702935e-13 
5984.3,1.3372638949753726e-13 
5985.0,1.2209136001685895e-13 
5985.7,1.3525520802226622e-13 
5986.4,1.3479788414508356e-13 
5987.1,1.2700173071642989e-13 
5987.8,1.34183694238218e-13 
5988.5,1.3737682305409293e-13 
5989.2,1.4196994125705042e-13 
5989.9,1.315017412128543e-13 
5990.6,1.3719719944325705e-13 
5991.3,1.4000992167004016e-13 
5992.0,1.3711495062254975e-13 
5992.7,1.3984943926265053e-13 
5993.4,1.3998213144550838e-13 
5994.1,1.4711717577303963e-13 
5994.8,1.3888161358473356e-13 
5995.5,1.400463514687514e-13 
5996.2,1.371016256555578e-13 
5996.9,1.345192773106049e-13 
5997.6,1.3043848427475813e-13 
5998.3,1.3949334791242101e-13 
5999.0,1.2930791150879164e-13 
5999.7,1.342996782061786e-13 
6000.4,1.3430064328582603e-13 
6001.1,1.286900686488517e-13 
6001.8,1.2899207169746818e-13 
6002.5,1.3331065869649255e-13 
6003.2,1.4022718106867308e-13 
6003.9,1.3262290701478026e-13 
6004.6,1.3516679470251043e-13 
6005.3,1.4098319591205193e-13 
6006.0,1.3469918882792713e-13 
6006.7,1.2890407305678895e-13 
6007.4,1.276920245340462e-13 
6008.1,1.275108919956522e-13 
6008.8,1.2649130755906872e-13 
6009.5,1.2592098041084884e-13 
6010.2,1.309877771685884e-13 
6010.9,1.264668905694688e-13 
6011.6,1.3533663263140084e-13 
6012.3,1.3368748097665227e-13 
6013.0,1.4289570871496621e-13 
6013.7,1.2531129792580924e-13 
6014.4,1.351870005346089e-13 
6015.1,1.3803846424133303e-13 
6015.8,1.2599883681654947e-13 
6016.5,1.2539894762989387e-13 
6017.2,1.2812470187703558e-13 
6017.9,1.320652411802304e-13 
6018.6,1.244790776676748e-13 
6019.3,1.2502768727843863e-13 
6020.0,1.327471318542636e-13 
6020.7,1.3086843250616676e-13 
6021.4,1.2562566293972188e-13 
6022.1,1.3543628440066575e-13 
6022.8,1.2354404761099827e-13 
6023.5,1.256960215382199e-13 
6024.2,1.3230727182344614e-13 
6024.9,1.352937486686594e-13 
6025.6,1.2715841163310505e-13 
6026.3,1.350317529665431e-13 
6027.0,1.3516682312299123e-13 
6027.7,1.365731429616787e-13 
6028.4,1.2997648265929277e-13 
6029.1,1.2976807090481212e-13 
6029.8,1.3950486265712437e-13 
6030.5,1.3685867942082425e-13 
6031.2,1.3784302512223613e-13 
6031.9,1.417149813342433e-13 
6032.6,1.2921638790151017e-13 
6033.3,1.339254994090034e-13 
6034.0,1.4963547053968413e-13 
6034.7,1.4066945314514497e-13 
6035.4,1.4411012331648293e-13 
6036.1,1.4880106773166717e-13 
6036.8,1.3976614637670064e-13 
6037.5,1.487080405048943e-13 
6038.2,1.2939339323867249e-13 
6038.9,1.398162240099043e-13 
6039.6,1.3924994279174648e-13 
6040.3,1.400058532881444e-13 
6041.0,1.4813922182607423e-13 
6041.7,1.472593597378164e-13 
6042.4,1.3670247965684467e-13 
6043.1,1.47142793110979e-13 
6043.8,1.4072462455204992e-13 
6044.5,1.3835870778910745e-13 
6045.2,1.3061025636041943e-13 
6045.9,1.3130912474293575e-13 
6046.6,1.3116569472304841e-13 
6047.3,1.3906797460800063e-13 
6048.0,1.323084991686993e-13 
6048.7,1.4032463414641308e-13 
6049.4,1.3984092029726018e-13 
6050.1,1.3328802903122019e-13 
6050.8,1.3169403744774467e-13 
6051.5,1.385485329919695e-13 
6052.2,1.3915796533790718e-13 
6052.9,1.4144771285259281e-13 
6053.6,1.3523351837759528e-13 
6054.3,1.3455924688559298e-13 
6055.0,1.3732953784398444e-13 
6055.7,1.3726573952934109e-13 
6056.4,1.3683378904861065e-13 
6057.1,1.5197244470031787e-13 
6057.8,1.524341798579497e-13 
6058.5,1.4193408476725344e-13 
6059.2,1.3742745862986188e-13 
6059.9,1.425790747187189e-13 
6060.6,1.3138619831319936e-13 
6061.3,1.439774591375494e-13 
6062.0,1.3537552336624889e-13 
6062.7,1.4934724017333804e-13 
6063.4,1.3483187891023564e-13 
6064.1,1.4285395983544474e-13 
6064.8,1.3486688816429263e-13 
6065.5,1.2706823214598834e-13 
6066.2,1.3117119617045527e-13 
6066.9,1.2880007625504252e-13 
6067.6,1.3747592547704805e-13 
6068.3,1.3834824193311539e-13 
6069.0,1.3955685649322058e-13 
6069.7,1.405900265426546e-13 
6070.4,1.3147832012782574e-13 
6071.1,1.469117474888127e-13 
6071.8,1.4777121734372408e-13 
6072.5,1.3544800776663773e-13 
6073.2,1.3708721319617576e-13 
6073.9,1.377864268191819e-13 
6074.6,1.5275784714639566e-13 
6075.3,1.3724919419857447e-13 
6076.0,1.3718302815440061e-13 
6076.7,1.4177838227049372e-13 
6077.4,1.4434852990871174e-13 
6078.1,1.3854756940389403e-13 
6078.8,1.4121169764238739e-13 
6079.5,1.2988297722731426e-13 
6080.2,1.2802376505776488e-13 
6080.9,1.3788378369716904e-13 
6081.6,1.3054785534066482e-13 
6082.3,1.30825713214493e-13 
6083.0,1.4565437209677873e-13 
6083.7,1.3208180638825557e-13 
6084.4,1.4752856799061948e-13 
6085.1,1.3884287650480093e-13 
6085.8,1.3874930378349988e-13 
6086.5,1.3691560107896623e-13 
6087.2,1.4259239851777557e-13 
6087.9,1.4521907092606256e-13 
6088.6,1.2926968594419637e-13 
6089.3,1.4277096186375011e-13 
6090.0,1.3309595030345083e-13 
6090.7,1.381964179532523e-13 
6091.4,1.282751420086502e-13 
6092.1,1.3191379164924784e-13 
6092.8,1.3954536213498772e-13 
6093.5,1.458607291459145e-13 
6094.2,1.3734460253978277e-13 
6094.9,1.3191539753388864e-13 
6095.6,1.3065114603157527e-13 
6096.3,1.340009822518999e-13 
6097.0,1.301246649126253e-13 
6097.7,1.425895281002332e-13 
6098.4,1.425976556534524e-13 
6099.1,1.4226453949380465e-13 
6099.8,1.3718482763562504e-13 
6100.5,1.2921928347700047e-13 
6101.2,1.4651966855200664e-13 
6101.9,1.3290937342220405e-13 
6102.6,1.3095683597447824e-13 
6103.3,1.398468607036344e-13 
6104.0,1.3304144614794377e-13 
6104.7,1.3462358114567193e-13 
6105.4,1.3742947404888982e-13 
6106.1,1.3386925188189126e-13 
6106.8,1.413514275242573e-13 
6107.5,1.4415205581222274e-13 
6108.2,1.3130064574457045e-13 
6108.9,1.3810977553074082e-13 
6109.6,1.4582307852989313e-13 
6110.3,1.3792192723273501e-13 
6111.0,1.404882495567053e-13 
6111.7,1.3559520782790958e-13 
6112.4,1.2943781789357961e-13 
6113.1,1.4845003760193222e-13 
6113.8,1.3920755469061697e-13 
6114.5,1.354435518257708e-13 
6115.2,1.498108443010945e-13 
6115.9,1.3967742034598203e-13 
6116.6,1.322826760959442e-13 
6117.3,1.4795634576958281e-13 
6118.0,1.3812455789577802e-13 
6118.7,1.3917548328142524e-13 
6119.4,1.3675485664609186e-13 
6120.1,1.2918048428998825e-13 
6120.8,1.4212063421221828e-13 
6121.5,1.3484294513815252e-13 
6122.2,1.3038189369069564e-13 
6122.9,1.3488741081415622e-13 
6123.6,1.3003528603338492e-13 
6124.3,1.421564508554809e-13 
6125.0,1.3584011331361891e-13 
6125.7,1.4542776734581375e-13 
6126.4,1.392233193101677e-13 
6127.1,1.3903670637291493e-13 
6127.8,1.4761138481408657e-13 
6128.5,1.3631678379564226e-13 
6129.2,1.394605673910168e-13 
6129.9,1.3270949648549644e-13 
6130.6,1.3060497575097517e-13 
6131.3,1.3380407854765597e-13 
6132.0,1.2992861410925124e-13 
6132.7,1.3816394142088375e-13 
6133.4,1.3933343900412837e-13 
6134.1,1.32006610515768e-13 
6134.8,1.379330902433477e-13 
6135.5,1.3466654327430819e-13 
6136.2,1.24248139535919e-13 
6136.9,1.4170227655101393e-13 
6137.6,1.3213289903731186e-13 
6138.3,1.2294315298290839e-13 
6139.0,1.337578200483761e-13 
6139.7,1.3291812690308476e-13 
6140.4,1.3763124558444477e-13 
6141.1,1.3621506146162037e-13 
6141.8,1.2271440257711675e-13 
6142.5,1.264625985726844e-13 
6143.2,1.367942765221913e-13 
6143.9,1.3639729707120595e-13 
6144.6,1.3663250095802366e-13 
6145.3,1.3910120332320434e-13 
6146.0,1.3502845248917036e-13 
6146.7,1.4235194332161764e-13 
6147.4,1.486249102207816e-13 
6148.1,1.2875267271763568e-13 
6148.8,1.3537627602417849e-13 
6149.5,1.388156407056617e-13 
6150.2,1.3926262933772885e-13 
6150.9,1.4750068820804767e-13 
