wav,spec 
5623.10009765625,0.439683198928833 
5623.7998046875,0.42905718088150024 
5624.5,0.47197598218917847 
5625.2001953125,0.45293381810188293 
5625.89990234375,0.4559170603752136 
5626.60009765625,0.47948071360588074 
5627.2998046875,0.4724554419517517 
5628.0,0.4867798686027527 
5628.7001953125,0.4610007107257843 
5629.39990234375,0.455720454454422 
5630.10009765625,0.4782041609287262 
5630.7998046875,0.46044209599494934 
5631.5,0.5205925703048706 
5632.2001953125,0.48821088671684265 
5632.89990234375,0.46223291754722595 
5633.60009765625,0.5340309739112854 
5634.2998046875,0.5639862418174744 
5635.0,0.525639533996582 
5635.7001953125,0.5149021148681641 
5636.39990234375,0.5051008462905884 
5637.10009765625,0.5246925950050354 
5637.7998046875,0.503021240234375 
5638.5,0.5003778338432312 
5639.2001953125,0.49110323190689087 
5639.89990234375,0.49204546213150024 
5640.60009765625,0.5243251919746399 
5641.2998046875,0.5255958437919617 
5642.0,0.4545838236808777 
5642.7001953125,0.4624468684196472 
5643.39990234375,0.5201592445373535 
5644.10009765625,0.4733967185020447 
5644.7998046875,0.4914535582065582 
5645.5,0.4523068070411682 
5646.2001953125,0.45369982719421387 
5646.89990234375,0.47011348605155945 
5647.60009765625,0.49300211668014526 
5648.2998046875,0.4730913043022156 
5649.0,0.5079890489578247 
5649.7001953125,0.5083240866661072 
5650.39990234375,0.4643421769142151 
5651.10009765625,0.5091254711151123 
5651.7998046875,0.4854206442832947 
5652.5,0.4918060004711151 
5653.2001953125,0.46695953607559204 
5653.89990234375,0.5138285160064697 
5654.60009765625,0.4993651211261749 
5655.2998046875,0.5029208064079285 
5656.0,0.5111789107322693 
5656.7001953125,0.45696523785591125 
5657.39990234375,0.4892844259738922 
5658.10009765625,0.46285510063171387 
5658.7998046875,0.4536377787590027 
5659.5,0.4448113739490509 
5660.2001953125,0.42379555106163025 
5660.89990234375,0.4595450162887573 
5661.60009765625,0.4822181463241577 
5662.2998046875,0.4586058557033539 
5663.0,0.4476442337036133 
5663.7001953125,0.45619526505470276 
5664.39990234375,0.4284718930721283 
5665.10009765625,0.47258424758911133 
5665.7998046875,0.4620891511440277 
5666.5,0.5156042575836182 
5667.2001953125,0.49205487966537476 
5667.89990234375,0.4764575958251953 
5668.60009765625,0.48335742950439453 
5669.2998046875,0.47125643491744995 
5670.0,0.49455854296684265 
5670.7001953125,0.470114141702652 
5671.39990234375,0.5121930837631226 
5672.10009765625,0.5102375149726868 
5672.7998046875,0.4672372341156006 
5673.5,0.5226224064826965 
5674.2001953125,0.5397918820381165 
5674.89990234375,0.5512394309043884 
5675.60009765625,0.545239269733429 
5676.2998046875,0.5038508772850037 
5677.0,0.505446195602417 
5677.7001953125,0.5185466408729553 
5678.39990234375,0.5002130270004272 
5679.10009765625,0.5444785952568054 
5679.7998046875,0.5357353091239929 
5680.5,0.5330117344856262 
5681.2001953125,0.5038821697235107 
5681.89990234375,0.49465212225914 
5682.60009765625,0.4424560070037842 
5683.2998046875,0.45901820063591003 
5684.0,0.4488789737224579 
5684.7001953125,0.5095201730728149 
5685.39990234375,0.5302492380142212 
5686.10009765625,0.5061504244804382 
5686.7998046875,0.4977862536907196 
5687.5,0.5416273474693298 
5688.2001953125,0.4697848856449127 
5688.89990234375,0.4977218508720398 
5689.60009765625,0.445120245218277 
5690.2998046875,0.5008852481842041 
5691.0,0.5187218189239502 
5691.7001953125,0.5305477976799011 
