6576.51 0.0009103869
6581.16 0.0014350377
6585.8 0.0019602257
6590.44 0.0024854139
6595.09 0.003010602
6599.73 0.0035357902
6604.37 0.0040609784
6609.02 0.0045861666
6613.66 0.0051113548
6618.3 0.005636543
6622.94 0.0061617399
6627.59 0.0066898041
6632.23 0.007260637
6636.87 0.0080101002
6641.52 0.0090933191
6646.16 0.010492457
6650.8 0.012041472
6655.45 0.013620967
6660.09 0.015201951
6664.73 0.016782935
6669.38 0.01836392
6674.02 0.019944905
6678.66 0.021525919
6683.31 0.023130183
6687.95 0.025165852
6692.59 0.029211169
6697.24 0.037322852
6701.88 0.049570193
6706.52 0.063939172
6711.17 0.078787654
6715.81 0.093664812
6720.45 0.10854203
6725.1 0.12341924
6729.74 0.13829646
6734.38 0.15317367
6739.03 0.16805089
6743.67 0.1829281
6748.31 0.19780532
6752.95 0.21268253
6757.6 0.22756001
6762.24 0.24251127
6766.88 0.25849632
6771.53 0.27865041
6776.17 0.30638422
6780.81 0.34110193
6785.46 0.37903136
6790.1 0.4175863
6794.74 0.45616923
6799.39 0.49475218
6804.03 0.53333513
6808.67 0.57191807
6813.32 0.61050102
6817.96 0.64908397
6822.6 0.68766298
6827.25 0.72593682
6831.89 0.76148363
6836.53 0.78851791
6841.18 0.80294117
6845.82 0.80780408
6850.46 0.80915044
6855.11 0.81000552
6859.75 0.81084987
6864.39 0.81169421
6869.04 0.81253874
6873.68 0.81340122
6878.32 0.8144411
6882.96 0.81606787
6887.61 0.81860509
6892.25 0.82186402
6896.89 0.82540259
6901.54 0.82898354
6906.18 0.83256561
6910.82 0.83614729
6915.47 0.83972449
6920.11 0.84328525
6924.75 0.84681822
6929.4 0.85032725
6934.04 0.85382605
6938.68 0.85732306
6943.33 0.86081999
6947.97 0.8643125
6952.61 0.86774123
6957.26 0.87090821
6961.9 0.87359283
6966.54 0.87582299
6971.19 0.87778329
6975.83 0.87944823
6980.47 0.88062942
6985.12 0.88134799
6989.76 0.88184399
6994.4 0.88229245
6999.05 0.88271506
7003.69 0.88303406
7008.33 0.8831518
7012.97 0.88307207
7017.62 0.88289485
7022.26 0.88269668
7026.9 0.88249736
7031.55 0.88229803
7036.19 0.88209871
7040.83 0.88189939
7045.48 0.88170007
7050.12 0.88150075
7054.76 0.88130102
7059.41 0.88109411
7064.05 0.88085416
7068.69 0.88054792
7073.34 0.88017466
7077.98 0.87976724
7082.62 0.87935217
7087.27 0.87893664
7091.91 0.87852112
7096.55 0.87810559
7101.2 0.87769007
7105.84 0.87727451
7110.48 0.87682948
7115.13 0.87582216
7119.77 0.87214585
7124.41 0.86298484
7129.06 0.84815982
7133.7 0.83037628
7138.34 0.81182568
7142.98 0.79232268
7147.63 0.76958038
7152.27 0.74149043
7156.91 0.70886544
7161.56 0.67347104
7166.2 0.63238017
7170.84 0.57822495
7175.49 0.50849434
7180.13 0.43029816
7184.77 0.35569219
7189.42 0.29598182
7194.06 0.25424702
7198.7 0.22339963
7203.35 0.19560331
7207.99 0.16807978
7212.63 0.14068336
7217.28 0.11451329
7221.92 0.092389389
7226.56 0.076542445
7231.21 0.065677199
7235.85 0.056748369
7240.49 0.048162926
7245.14 0.039978199
7249.78 0.032952392
7254.42 0.027566347
7259.07 0.02336895
7263.71 0.019587309
7268.35 0.015895129
7272.99 0.01248051
7277.64 0.0098538096
7282.28 0.0083086886
7286.92 0.0075234594
7291.57 0.0069934486
7296.21 0.0064942072
7300.85 0.0059954433
7305.5 0.0054966793
7310.14 0.0049979154
7314.78 0.0044991515
7319.43 0.0040003875
7324.07 0.0035016236
7328.71 0.0030028596
7333.36 0.0025040957
7338 0.0020053317
